pressSerialNumber,jobName,siteName,copies,impressions,printedSheets,jobSubmitTime,jobCompleteTime,jobSubmitTimeLocalized,jobCompleteTimeLocalized,epmImpressions,width,useOfVDP,printedJobId,height,deviceId,marker,repeatLength,impressionsType,duplex,oneShotImpressions,impressions1Color,impressions2Colors,impressionsNColors,inkUnits,jobElapseTime,jobProgress,jobCollation,substrateUnits_value,substrateUnits_unit,substrates_1_name,substrates_1_amountUsed,substrates_2_name,substrates_2_amountUsed,substrates_3_name,substrates_3_amountUsed,substrates_4_name,substrates_4_amountUsed,inks_1_amountUsed,inks_1_inkSerialNumber,inks_2_color,inks_2_amountUsed,inks_2_inkSerialNumber,inks_3_color,inks_3_amountUsed,inks_3_inkSerialNumber,inks_4_color,inks_4_amountUsed,inks_4_inkSerialNumber,inks_5_color,inks_5_amountUsed,inks_5_inkSerialNumber
47200165,IMP_2356087.pdf,Chicago,13,98,13,2024-03-19T10:03:06.000+00:00,2024-03-19T10:04:06.000+00:00,2024-03-19T10:03:06.000,2024-03-19T10:04:06.000,0,305,No,47200165_1776965_1710842646000_1710842646000,457.2,62773841-83fc-4251-aa11-864a43545e15,222049203,0,A3,True,0,0,1,97,IMPRESSIONS,60,PRINTED,None,13,SHEETS,RLM-726110-130# Uncoated Cover 12x18,13.0,None,None,None,None,None,None,24.0,ef052y842007py,Cyan,24.0,EF013Y9657ZVTI,Magenta,25.0,EF033Y60774V7Q,Black,25.0,EF073Y6833FG42,,,
60001112,1012558_T.PDF,Chicago,2,8,2,2024-03-19T10:09:59.000+00:00,2024-03-19T10:10:28.000+00:00,2024-03-19T10:09:59.000,2024-03-19T10:10:28.000,0,749,No,60001112_742915_1710843028000_1710843028000,527.0,2607605d-ecc6-49f3-9488-b495786295be,222052443,0,B2,False,0,0,0,8,IMPRESSIONS,29,PRINTED,None,2,SHEETS,130017241      100lb Dull Cover,2.0,None,None,None,None,None,None,2.0,EG00Y2Y417634.759EKW,Cyan,2.0,EGC3Y249834.750370,Magenta,2.0,EGM3Y296134.750196,Black,2.0,EGK3Y729834.750173,,,
60001071,1012554_B_qty1000.PDF,Chicago,259,2081,259,2024-03-19T10:03:37.000+00:00,2024-03-19T10:14:48.000+00:00,2024-03-19T10:03:37.000,2024-03-19T10:14:48.000,0,749,No,60001071_10815467_1710843288000_1710843288000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,222057853,0,B2,True,0,0,0,2081,IMPRESSIONS,671,ABORTED,None,259,SHEETS,130015664     80lb Gloss Text,259.0,None,None,None,None,None,None,521.0,EGY3Y280534.750243,Cyan,520.0,EGC3Y249834.750404,Magenta,520.0,EGM3Y296134.750149,Black,520.0,EGK3Y729834.750174,,,
47200165,11790805_chp_F2.pdf,Chicago,2,16,2,2024-03-19T10:12:47.000+00:00,2024-03-19T10:13:20.000+00:00,2024-03-19T10:12:47.000,2024-03-19T10:13:20.000,0,331,No,47200165_1777009_1710843200000_1710843200000,482.6,62773841-83fc-4251-aa11-864a43545e15,222061788,0,A3,True,0,0,0,16,IMPRESSIONS,33,PRINTED,None,2,SHEETS,RLM-716809- 80# Uncoated Text 13x19,2.0,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,4.0,EF073Y6833FG42,,,
47200165,11790805_chp_F2.pdf,Chicago,116,922,116,2024-03-19T10:13:47.000+00:00,2024-03-19T10:17:49.000+00:00,2024-03-19T10:13:47.000,2024-03-19T10:17:49.000,0,331,No,47200165_1777009_1710843200000_1710843200000,482.6,62773841-83fc-4251-aa11-864a43545e15,222067918,0,A3,True,0,0,1,921,IMPRESSIONS,242,PRINTED,None,116,SHEETS,RLM-716809- 80# Uncoated Text 13x19,116.0,None,None,None,None,None,None,230.0,ef052y842007py,Cyan,230.0,EF013Y9657ZVTI,Magenta,231.0,EF033Y60774V7Q,Black,231.0,EF073Y6833FG42,,,
47200165,IMP_2355358_PS.pdf,Chicago,9,102,9,2024-03-19T10:18:02.000+00:00,2024-03-19T10:18:55.000+00:00,2024-03-19T10:18:02.000,2024-03-19T10:18:55.000,0,331,No,47200165_1772430_1710778299000_1710778299000,482.6,62773841-83fc-4251-aa11-864a43545e15,222067920,0,A3,True,0,0,1,101,IMPRESSIONS,53,ABORTED,None,9,SHEETS,RLM-724912- 100# velvet cover 13x19,9.0,None,None,None,None,None,None,20.0,ef052y842007py,P425CR,20.0,None,Black,21.0,EF073Y6833FG42,Magenta,21.0,EF033Y60774V7Q,Cyan,20.0,EF013Y9657ZVTI
47200165,1012582_English_BckCvr.pdf,Chicago,2,16,2,2024-03-19T10:28:27.000+00:00,2024-03-19T10:29:02.000+00:00,2024-03-19T10:28:27.000,2024-03-19T10:29:02.000,0,331,No,47200165_1777113_1710844142000_1710844142000,482.6,62773841-83fc-4251-aa11-864a43545e15,222067922,0,A3,True,0,0,0,16,IMPRESSIONS,35,PRINTED,None,2,SHEETS,PSP-130016592-14pt C2S Gloss Cover,2.0,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,4.0,EF073Y6833FG42,,,
60001071,1012554_B_qty1000.PDF,Chicago,311,2488,311,2024-03-19T10:16:43.000+00:00,2024-03-19T10:29:44.000+00:00,2024-03-19T10:16:43.000,2024-03-19T10:29:44.000,0,749,No,60001071_10815467_1710843288000_1710843288000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,222070457,0,B2,True,0,0,0,2488,IMPRESSIONS,781,ABORTED,None,311,SHEETS,130015664     80lb Gloss Text,311.0,None,None,None,None,None,None,622.0,EGY3Y280534.750243,Cyan,622.0,EGC3Y249834.750404,Magenta,622.0,EGM3Y296134.750149,Black,622.0,EGK3Y729834.750174,,,
60001112,1012558_T.PDF,Chicago,2,8,2,2024-03-19T10:33:27.000+00:00,2024-03-19T10:33:51.000+00:00,2024-03-19T10:33:27.000,2024-03-19T10:33:51.000,0,749,No,60001112_742915_1710843028000_1710843028000,527.0,2607605d-ecc6-49f3-9488-b495786295be,222071358,0,B2,False,0,0,0,8,IMPRESSIONS,24,PRINTED,None,2,SHEETS,130017241      100lb Dull Cover,2.0,None,None,None,None,None,None,2.0,EG00Y2Y417634.759EKW,Cyan,2.0,EGC3Y249834.750370,Magenta,2.0,EGM3Y296134.750196,Black,2.0,EGK3Y729834.750173,,,
47200165,1012599_English_BckCvr.pdf,Chicago,30,240,30,2024-03-19T10:34:13.000+00:00,2024-03-19T10:35:35.000+00:00,2024-03-19T10:34:13.000,2024-03-19T10:35:35.000,0,331,No,47200165_1777172_1710844535000_1710844535000,482.6,62773841-83fc-4251-aa11-864a43545e15,222079633,0,A3,True,0,0,0,240,IMPRESSIONS,82,ABORTED,None,30,SHEETS,PSP-130016592-14pt C2S Gloss Cover,30.0,None,None,None,None,None,None,60.0,ef052y842007py,Cyan,60.0,EF013Y9657ZVTI,Magenta,60.0,EF033Y60774V7Q,Black,60.0,EF073Y6833FG42,,,
47200165,1012599_Spanish_BckCvr.pdf,Chicago,0,0,0,2024-03-19T10:35:28.000+00:00,2024-03-19T10:35:36.000+00:00,2024-03-19T10:35:28.000,2024-03-19T10:35:36.000,0,331,No,47200165_1777177_1710844536000_1710844536000,482.6,62773841-83fc-4251-aa11-864a43545e15,222079634,-1,A3,True,0,0,0,0,IMPRESSIONS,8,ABORTED,None,None,None,,,,,,,,,,,,,,,,,,,,,,
60001071,1012554_B_qty1000.PDF,Chicago,347,2776,347,2024-03-19T10:30:30.000+00:00,2024-03-19T10:45:01.000+00:00,2024-03-19T10:30:30.000,2024-03-19T10:45:01.000,0,749,No,60001071_10815467_1710843288000_1710843288000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,222082299,0,B2,True,0,0,0,2776,IMPRESSIONS,871,ABORTED,None,347,SHEETS,130015664     80lb Gloss Text,347.0,None,None,None,None,None,None,694.0,EGY3Y280534.750243,Cyan,694.0,EGC3Y249834.750404,Magenta,694.0,EGM3Y296134.750149,Black,694.0,EGK3Y729834.750174,,,
60001071,1012554_B_qty1000.PDF,Chicago,115,929,115,2024-03-19T10:45:23.000+00:00,2024-03-19T10:50:16.000+00:00,2024-03-19T10:45:23.000,2024-03-19T10:50:16.000,0,749,No,60001071_10815467_1710843288000_1710843288000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,222088052,0,B2,True,0,0,0,929,IMPRESSIONS,293,ABORTED,None,115,SHEETS,130015664     80lb Gloss Text,115.0,None,None,None,None,None,None,233.0,EGY3Y280534.750243,Cyan,232.0,EGC3Y249834.750404,Magenta,232.0,EGM3Y296134.750149,Black,232.0,EGK3Y729834.750174,,,
60001071,1012554_B_qty1000.PDF,Chicago,21,161,21,2024-03-19T10:54:08.000+00:00,2024-03-19T10:55:12.000+00:00,2024-03-19T10:54:08.000,2024-03-19T10:55:12.000,0,749,No,60001071_10815467_1710843288000_1710843288000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,222088055,0,B2,True,0,1,0,160,IMPRESSIONS,64,PRINTED,None,21,SHEETS,130015664     80lb Gloss Text,21.0,None,None,None,None,None,None,40.0,EGY3Y280534.750243,Cyan,41.0,EGC3Y249834.750404,Magenta,40.0,EGM3Y296134.750149,Black,40.0,EGK3Y729834.750174,,,
60001112,1012558_T.PDF,Chicago,2,8,2,2024-03-19T10:48:57.000+00:00,2024-03-19T10:49:20.000+00:00,2024-03-19T10:48:57.000,2024-03-19T10:49:20.000,0,749,No,60001112_742915_1710843028000_1710843028000,527.0,2607605d-ecc6-49f3-9488-b495786295be,222088889,0,B2,False,0,0,0,8,IMPRESSIONS,23,PRINTED,None,2,SHEETS,130017241      100lb Dull Cover,2.0,None,None,None,None,None,None,2.0,EG00Y2Y417634.759EKW,Cyan,2.0,EGC3Y249834.750370,Magenta,2.0,EGM3Y296134.750196,Black,2.0,EGK3Y729834.750173,,,
60001071,Humana_BC_133,Chicago,230,1850,230,2024-03-19T10:57:27.000+00:00,2024-03-19T11:04:10.000+00:00,2024-03-19T10:57:27.000,2024-03-19T11:04:10.000,0,750,Yes,60001071_10816309_1710846250000_1710846250000,529.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,222094099,0,B2,True,0,0,0,1850,IMPRESSIONS,403,ABORTED,None,230,SHEETS,130017281     Planet Art 130lb Sndshell Cover,230.0,None,None,None,None,None,None,463.0,EGY3Y280534.750243,Cyan,462.0,EGC3Y249834.750404,Magenta,463.0,EGM3Y296134.750149,Black,462.0,EGK3Y729834.750174,,,
60001071,Humana_BC_133,Chicago,24,186,24,2024-03-19T11:05:00.000+00:00,2024-03-19T11:05:52.000+00:00,2024-03-19T11:05:00.000,2024-03-19T11:05:52.000,0,750,Yes,60001071_10816309_1710846250000_1710846250000,529.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,222094101,0,B2,True,0,0,1,185,IMPRESSIONS,52,PRINTED,None,24,SHEETS,130017281     Planet Art 130lb Sndshell Cover,24.0,None,None,None,None,None,None,46.0,EGY3Y280534.750243,Cyan,47.0,EGC3Y249834.750404,Magenta,46.0,EGM3Y296134.750149,Black,47.0,EGK3Y729834.750174,,,
60001112,1012558_T.PDF,Chicago,912,3651,912,2024-03-19T10:49:27.000+00:00,2024-03-19T11:07:01.000+00:00,2024-03-19T10:49:27.000,2024-03-19T11:07:01.000,0,749,No,60001112_742915_1710843028000_1710843028000,527.0,2607605d-ecc6-49f3-9488-b495786295be,222094923,0,B2,False,0,0,0,3651,IMPRESSIONS,1054,ABORTED,None,912,SHEETS,130017241      100lb Dull Cover,912.0,None,None,None,None,None,None,913.0,EG00Y2Y417634.759EKW,Cyan,913.0,EGC3Y249834.750370,Magenta,913.0,EGM3Y296134.750148,Black,912.0,EGK3Y729834.750173,,,
47200165,1012599_English_FrntCvr.pdf,Chicago,16,122,16,2024-03-19T10:38:18.000+00:00,2024-03-19T10:39:03.000+00:00,2024-03-19T10:38:18.000,2024-03-19T10:39:03.000,0,331,No,47200165_1777207_1710844743000_1710844743000,482.6,62773841-83fc-4251-aa11-864a43545e15,222097556,0,A3,True,0,0,1,121,IMPRESSIONS,45,PRINTED,None,16,SHEETS,PSP-130016592-14pt C2S Gloss Cover,16.0,None,None,None,None,None,None,30.0,ef052y842007py,Cyan,30.0,EF013Y9657ZVTI,Magenta,31.0,EF033Y60774V7Q,Black,31.0,EF073Y6833FG42,,,
47200165,1012582_Spanish_FrntCvr.pdf,Chicago,11,82,11,2024-03-19T10:33:47.000+00:00,2024-03-19T10:34:19.000+00:00,2024-03-19T10:33:47.000,2024-03-19T10:34:19.000,0,331,No,47200165_1777157_1710844459000_1710844459000,482.6,62773841-83fc-4251-aa11-864a43545e15,222097557,0,A3,True,0,0,1,81,IMPRESSIONS,32,PRINTED,None,11,SHEETS,PSP-130016592-14pt C2S Gloss Cover,11.0,None,None,None,None,None,None,20.0,ef052y842007py,Cyan,20.0,EF013Y9657ZVTI,Magenta,21.0,EF033Y60774V7Q,Black,21.0,EF073Y6833FG42,,,
47200165,1012599_Spanish_FrntCvr.pdf,Chicago,16,122,16,2024-03-19T10:38:56.000+00:00,2024-03-19T10:39:41.000+00:00,2024-03-19T10:38:56.000,2024-03-19T10:39:41.000,0,331,No,47200165_1777215_1710844781000_1710844781000,482.6,62773841-83fc-4251-aa11-864a43545e15,222097558,0,A3,True,0,0,1,121,IMPRESSIONS,45,PRINTED,None,16,SHEETS,PSP-130016592-14pt C2S Gloss Cover,16.0,None,None,None,None,None,None,30.0,ef052y842007py,Cyan,30.0,EF013Y9657ZVTI,Magenta,31.0,EF033Y60774V7Q,Black,31.0,EF073Y6833FG42,,,
47200165,1012582_Spanish_BckCvr.pdf,Chicago,16,122,16,2024-03-19T10:32:31.000+00:00,2024-03-19T10:33:16.000+00:00,2024-03-19T10:32:31.000,2024-03-19T10:33:16.000,0,331,No,47200165_1777142_1710844396000_1710844396000,482.6,62773841-83fc-4251-aa11-864a43545e15,222097559,0,A3,True,0,0,1,121,IMPRESSIONS,45,PRINTED,None,16,SHEETS,PSP-130016592-14pt C2S Gloss Cover,16.0,None,None,None,None,None,None,30.0,ef052y842007py,Cyan,30.0,EF013Y9657ZVTI,Magenta,31.0,EF033Y60774V7Q,Black,31.0,EF073Y6833FG42,,,
47200165,1012599_Spanish_BckCvr.pdf,Chicago,31,242,31,2024-03-19T10:37:02.000+00:00,2024-03-19T10:38:25.000+00:00,2024-03-19T10:37:02.000,2024-03-19T10:38:25.000,0,331,No,47200165_1777177_1710844536000_1710844536000,482.6,62773841-83fc-4251-aa11-864a43545e15,222097560,0,A3,True,0,0,1,241,IMPRESSIONS,83,PRINTED,None,31,SHEETS,PSP-130016592-14pt C2S Gloss Cover,31.0,None,None,None,None,None,None,60.0,ef052y842007py,Cyan,60.0,EF013Y9657ZVTI,Magenta,61.0,EF033Y60774V7Q,Black,61.0,EF073Y6833FG42,,,
47200165,1012599_English_BckCvr.pdf,Chicago,1,2,1,2024-03-19T10:37:02.000+00:00,2024-03-19T10:37:10.000+00:00,2024-03-19T10:37:02.000,2024-03-19T10:37:10.000,0,331,No,47200165_1777172_1710844535000_1710844535000,482.6,62773841-83fc-4251-aa11-864a43545e15,222097561,0,A3,True,0,0,1,1,IMPRESSIONS,8,PRINTED,None,1,SHEETS,PSP-130016592-14pt C2S Gloss Cover,1.0,None,None,None,None,None,None,1.0,EF033Y60774V7Q,Black,1.0,EF073Y6833FG42,,,,,,,,,
47200165,1012582_English_FrntCvr.pdf,Chicago,16,122,16,2024-03-19T10:33:09.000+00:00,2024-03-19T10:33:54.000+00:00,2024-03-19T10:33:09.000,2024-03-19T10:33:54.000,0,331,No,47200165_1777150_1710844434000_1710844434000,482.6,62773841-83fc-4251-aa11-864a43545e15,222097562,0,A3,True,0,0,1,121,IMPRESSIONS,45,PRINTED,None,16,SHEETS,PSP-130016592-14pt C2S Gloss Cover,16.0,None,None,None,None,None,None,30.0,ef052y842007py,Cyan,30.0,EF013Y9657ZVTI,Magenta,31.0,EF033Y60774V7Q,Black,31.0,EF073Y6833FG42,,,
47200165,1012582_English_BckCvr.pdf,Chicago,31,242,31,2024-03-19T10:31:04.000+00:00,2024-03-19T10:32:38.000+00:00,2024-03-19T10:31:04.000,2024-03-19T10:32:38.000,0,331,No,47200165_1777113_1710844142000_1710844142000,482.6,62773841-83fc-4251-aa11-864a43545e15,222097563,0,A3,True,0,0,1,241,IMPRESSIONS,94,PRINTED,None,31,SHEETS,PSP-130016592-14pt C2S Gloss Cover,31.0,None,None,None,None,None,None,60.0,ef052y842007py,Cyan,60.0,EF013Y9657ZVTI,Magenta,61.0,EF033Y60774V7Q,Black,61.0,EF073Y6833FG42,,,
47200165,IMP_2354635_F2.pdf,Chicago,2,8,2,2024-03-19T10:55:08.000+00:00,2024-03-19T10:55:41.000+00:00,2024-03-19T10:55:08.000,2024-03-19T10:55:41.000,0,330,No,47200165_1777247_1710845741000_1710845741000,482.6,62773841-83fc-4251-aa11-864a43545e15,222097564,0,A3,False,0,0,0,8,IMPRESSIONS,33,PRINTED,None,2,SHEETS,PSP-130017036  70# Uncoated Text 13x19,2.0,None,None,None,None,None,None,2.0,ef052y842007py,Cyan,2.0,EF013Y9657ZVTI,Magenta,2.0,EF033Y60774V7Q,Black,2.0,EF073Y6833FG42,,,
47200165,IMP_2354635_F4.pdf,Chicago,77,308,77,2024-03-19T11:04:59.000+00:00,2024-03-19T11:06:24.000+00:00,2024-03-19T11:04:59.000,2024-03-19T11:06:24.000,0,330,No,47200165_1777329_1710846384000_1710846384000,482.6,62773841-83fc-4251-aa11-864a43545e15,222103508,0,A3,False,0,0,0,308,IMPRESSIONS,85,ABORTED,None,77,SHEETS,PSP-130017036  70# Uncoated Text 13x19,77.0,None,None,None,None,None,None,77.0,ef052y842007py,Cyan,77.0,EF013Y9657ZVTI,Magenta,77.0,EF033Y60774V7Q,Black,77.0,EF073Y6833FG42,,,
47200165,IMP_2354635_F5.pdf,Chicago,106,422,106,2024-03-19T11:01:16.000+00:00,2024-03-19T11:03:14.000+00:00,2024-03-19T11:01:16.000,2024-03-19T11:03:14.000,0,330,No,47200165_1777300_1710846194000_1710846194000,482.6,62773841-83fc-4251-aa11-864a43545e15,222108927,0,A3,False,0,0,1,421,IMPRESSIONS,118,PRINTED,None,106,SHEETS,PSP-130017036  70# Uncoated Text 13x19,106.0,None,None,None,None,None,None,105.0,ef052y842007py,Cyan,105.0,EF013Y9657ZVTI,Magenta,106.0,EF033Y60774V7Q,Black,106.0,EF073Y6833FG42,,,
47200165,IMP_2354635_F2.pdf,Chicago,106,422,106,2024-03-19T10:57:26.000+00:00,2024-03-19T10:59:31.000+00:00,2024-03-19T10:57:26.000,2024-03-19T10:59:31.000,0,330,No,47200165_1777247_1710845741000_1710845741000,482.6,62773841-83fc-4251-aa11-864a43545e15,222108928,0,A3,False,0,0,1,421,IMPRESSIONS,125,PRINTED,None,106,SHEETS,PSP-130017036  70# Uncoated Text 13x19,106.0,None,None,None,None,None,None,105.0,ef052y842007py,Cyan,105.0,EF013Y9657ZVTI,Magenta,106.0,EF033Y60774V7Q,Black,106.0,EF073Y6833FG42,,,
47200165,IMP_2352796_F1.pdf,Chicago,63,498,63,2024-03-19T11:10:30.000+00:00,2024-03-19T11:12:43.000+00:00,2024-03-19T11:10:30.000,2024-03-19T11:12:43.000,0,331,No,47200165_1777360_1710846763000_1710846763000,482.6,62773841-83fc-4251-aa11-864a43545e15,222108929,0,A3,True,0,0,1,497,IMPRESSIONS,133,PRINTED,None,63,SHEETS,RLM-714912- 100# Velvet Text 13x19,63.0,None,None,None,None,None,None,124.0,ef052y842007py,Cyan,124.0,EF013Y9657ZVTI,Magenta,125.0,EF033Y60774V7Q,Black,125.0,EF073Y6833FG42,,,
47200165,IMP_2354635_F4.pdf,Chicago,29,114,29,2024-03-19T11:08:24.000+00:00,2024-03-19T11:08:59.000+00:00,2024-03-19T11:08:24.000,2024-03-19T11:08:59.000,0,330,No,47200165_1777329_1710846384000_1710846384000,482.6,62773841-83fc-4251-aa11-864a43545e15,222108930,0,A3,False,0,0,1,113,IMPRESSIONS,35,PRINTED,None,29,SHEETS,PSP-130017036  70# Uncoated Text 13x19,29.0,None,None,None,None,None,None,28.0,ef052y842007py,Cyan,28.0,EF013Y9657ZVTI,Magenta,29.0,EF033Y60774V7Q,Black,29.0,EF073Y6833FG42,,,
47200165,IMP_2354635_F3.pdf,Chicago,106,422,106,2024-03-19T11:03:08.000+00:00,2024-03-19T11:05:05.000+00:00,2024-03-19T11:03:08.000,2024-03-19T11:05:05.000,0,330,No,47200165_1777319_1710846305000_1710846305000,482.6,62773841-83fc-4251-aa11-864a43545e15,222108931,0,A3,False,0,0,1,421,IMPRESSIONS,117,PRINTED,None,106,SHEETS,PSP-130017036  70# Uncoated Text 13x19,106.0,None,None,None,None,None,None,105.0,ef052y842007py,Cyan,105.0,EF013Y9657ZVTI,Magenta,106.0,EF033Y60774V7Q,Black,106.0,EF073Y6833FG42,,,
47200165,IMP_2352797_F1.pdf,Chicago,61,482,61,2024-03-19T11:15:09.000+00:00,2024-03-19T11:17:19.000+00:00,2024-03-19T11:15:09.000,2024-03-19T11:17:19.000,0,331,No,47200165_1777392_1710847039000_1710847039000,482.6,62773841-83fc-4251-aa11-864a43545e15,222108932,0,A3,True,0,0,1,481,IMPRESSIONS,130,PRINTED,None,61,SHEETS,RLM-714912- 100# Velvet Text 13x19,61.0,None,None,None,None,None,None,120.0,ef052y842007py,Cyan,120.0,EF013Y9657ZVTI,Magenta,121.0,EF033Y60774V7Q,Black,121.0,EF073Y6833FG42,,,
47200165,IMP_2352796_F2.pdf,Chicago,28,110,28,2024-03-19T11:14:23.000+00:00,2024-03-19T11:15:13.000+00:00,2024-03-19T11:14:23.000,2024-03-19T11:15:13.000,0,331,No,47200165_1777375_1710846913000_1710846913000,482.6,62773841-83fc-4251-aa11-864a43545e15,222108933,0,A3,False,0,0,1,109,IMPRESSIONS,50,PRINTED,None,28,SHEETS,RLM-714912- 100# Velvet Text 13x19,28.0,None,None,None,None,None,None,27.0,ef052y842007py,Cyan,27.0,EF013Y9657ZVTI,Magenta,28.0,EF033Y60774V7Q,Black,28.0,EF073Y6833FG42,,,
47200165,IMP_2354635_F1.pdf,Chicago,106,422,106,2024-03-19T10:59:25.000+00:00,2024-03-19T11:01:23.000+00:00,2024-03-19T10:59:25.000,2024-03-19T11:01:23.000,0,330,No,47200165_1777283_1710846083000_1710846083000,482.6,62773841-83fc-4251-aa11-864a43545e15,222108934,0,A3,False,0,0,1,421,IMPRESSIONS,118,PRINTED,None,106,SHEETS,PSP-130017036  70# Uncoated Text 13x19,106.0,None,None,None,None,None,None,105.0,ef052y842007py,Cyan,105.0,EF013Y9657ZVTI,Magenta,106.0,EF033Y60774V7Q,Black,106.0,EF073Y6833FG42,,,
47200165,IMP_2352797_F2.pdf,Chicago,28,110,28,2024-03-19T11:17:12.000+00:00,2024-03-19T11:18:05.000+00:00,2024-03-19T11:17:12.000,2024-03-19T11:18:05.000,0,331,No,47200165_1777405_1710847085000_1710847085000,482.6,62773841-83fc-4251-aa11-864a43545e15,222108935,0,A3,False,0,0,1,109,IMPRESSIONS,53,PRINTED,None,28,SHEETS,RLM-714912- 100# Velvet Text 13x19,28.0,None,None,None,None,None,None,27.0,ef052y842007py,Cyan,27.0,EF013Y9657ZVTI,Magenta,28.0,EF033Y60774V7Q,Black,28.0,EF073Y6833FG42,,,
47200165,IMP_2353432.pdf,Chicago,2,16,2,2024-03-19T11:20:43.000+00:00,2024-03-19T11:21:16.000+00:00,2024-03-19T11:20:43.000,2024-03-19T11:21:16.000,0,330,No,47200165_1777423_1710847276000_1710847276000,482.6,62773841-83fc-4251-aa11-864a43545e15,222108936,0,A3,True,0,0,0,16,IMPRESSIONS,33,PRINTED,None,2,SHEETS,PSP-130016976-12pt C1S Gloss Cover,2.0,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,4.0,EF073Y6833FG42,,,
60001112,1012558_T.PDF,Chicago,595,2377,595,2024-03-19T11:10:26.000+00:00,2024-03-19T11:19:21.000+00:00,2024-03-19T11:10:26.000,2024-03-19T11:19:21.000,0,749,No,60001112_742915_1710843028000_1710843028000,527.0,2607605d-ecc6-49f3-9488-b495786295be,222112070,0,B2,False,0,1,0,2376,IMPRESSIONS,535,PRINTED,None,595,SHEETS,130017241      100lb Dull Cover,595.0,None,None,None,None,None,None,594.0,EG00Y2Y417634.759EKW,Cyan,595.0,EGC3Y249834.750370,Magenta,594.0,EGM3Y296134.750148,Black,594.0,EGK3Y729834.750173,,,
60001112,1012558_FC.PDF,Chicago,0,0,0,2024-03-19T11:18:52.000+00:00,2024-03-19T11:19:22.000+00:00,2024-03-19T11:18:52.000,2024-03-19T11:19:22.000,0,749,No,60001112_743931_1710847162000_1710847162000,527.0,2607605d-ecc6-49f3-9488-b495786295be,222112071,0,B2,False,0,0,0,0,IMPRESSIONS,30,ABORTED,None,None,None,,,,,,,,,,,,,,,,,,,,,,
60001112,1012558_FC.PDF,Chicago,150,600,150,2024-03-19T11:20:13.000+00:00,2024-03-19T11:22:39.000+00:00,2024-03-19T11:20:13.000,2024-03-19T11:22:39.000,0,749,No,60001112_743931_1710847162000_1710847162000,527.0,2607605d-ecc6-49f3-9488-b495786295be,222112076,0,B2,False,0,0,0,600,IMPRESSIONS,146,ABORTED,None,150,SHEETS,130017241      100lb Dull Cover,150.0,None,None,None,None,None,None,150.0,EG00Y2Y417634.759EKW,Cyan,150.0,EGC3Y249834.750370,Magenta,150.0,EGM3Y296134.750148,Black,150.0,EGK3Y729834.750173,,,
60001112,1012558_FC.PDF,Chicago,2,8,2,2024-03-19T11:22:54.000+00:00,2024-03-19T11:23:23.000+00:00,2024-03-19T11:22:54.000,2024-03-19T11:23:23.000,0,-1,-1,60001112_743931_1710847162000_1710847162000,-1.0,2607605d-ecc6-49f3-9488-b495786295be,222117652,0,B2,False,0,0,0,8,IMPRESSIONS,29,PRINTED,None,2,SHEETS,130017241      100lb Dull Cover,2.0,None,None,None,None,None,None,2.0,EG00Y2Y417634.759EKW,Cyan,2.0,EGC3Y249834.750370,Magenta,2.0,EGM3Y296134.750148,Black,2.0,EGK3Y729834.750173,,,
60001112,1012558_FC.PDF,Chicago,166,664,166,2024-03-19T11:23:30.000+00:00,2024-03-19T11:26:15.000+00:00,2024-03-19T11:23:30.000,2024-03-19T11:26:15.000,0,749,No,60001112_743931_1710847162000_1710847162000,527.0,2607605d-ecc6-49f3-9488-b495786295be,222117655,0,B2,False,0,0,0,664,IMPRESSIONS,165,ABORTED,None,166,SHEETS,130017241      100lb Dull Cover,166.0,None,None,None,None,None,None,166.0,EG00Y2Y417634.759EKW,Cyan,166.0,EGC3Y249834.750370,Magenta,166.0,EGM3Y296134.750148,Black,166.0,EGK3Y729834.750173,,,
60001112,1012558_FC.PDF,Chicago,287,1145,287,2024-03-19T11:26:25.000+00:00,2024-03-19T11:30:55.000+00:00,2024-03-19T11:26:25.000,2024-03-19T11:30:55.000,0,749,No,60001112_743931_1710847162000_1710847162000,527.0,2607605d-ecc6-49f3-9488-b495786295be,222117661,0,B2,False,0,1,0,1144,IMPRESSIONS,270,PRINTED,None,287,SHEETS,130017241      100lb Dull Cover,287.0,None,None,None,None,None,None,286.0,EG00Y2Y417634.759EKW,Cyan,287.0,EGC3Y249834.750370,Magenta,286.0,EGM3Y296134.750148,Black,286.0,EGK3Y729834.750173,,,
